sheet,row_id,Chagatai (chg_Arab),Chagatai Latin (chg_Latn),English (eng_Latn),Kazakh (kaz_Cyrl),Russian (rus_Cyrl),Uzbek (uzn_Latn),Turkish (tur_Latn),source_text,source_lang,type,length,Unnamed: 0
Ch 12,225,بو فقيرغە خداى تعالي عنايت قيليب کوب نمرسا برکان تورور,Bu faqı̇̄rǧa Ḫudā-yı taʿālā ʿināyat qılıp köp nemerse bergen turur,God the Highest has granted your humble author many things,"Бұл пақырға Құдай Тағала инабат қылып, көп нәрсе берген",Этому нищему Всевышний Бог по милости Своей даровал многое,Bu faqirga Xudoyi taolo inoyat qilib ko'p narsa bergan turur,Bu fakire Yüce Allah inayet edip çok şey vérmiştir,Bu faqı̇̄rǧa Ḫudā-yı taʿālā ʿināyat qılıp köp nemerse bergen turur,chg,sentence,10,
Ch 12,226,خصوصا اوچ هنرى برکان تورور,Ḫuṣūṣan üç hüner bergen turur,He has given three skills especially,Әсіресе үш өнер берген,В особенности даровал три искусства,Xususan uch hunar bergan turur,Hususan üç hüner vérmiştir,Ḫuṣūṣan üç hüner bergen turur,chg,sentence,5,
Ch 12,227,اول سپاهی کرليک نينک قانوني و يسوني کيم نيچوک آتلانماق و يورماک و ياوغە ياساو ياسماق,äwwel sipāhgerlikniñ qānūnı wa yosunı kim neçük atlanmaq wa yürümek wa yawǧa yasaw yasamaq,The first is the law and manner of the military profession including how to ride and how to march and how to array a ferocious army,"Әуелі сипаһилықтың (әскерліктің) заңы мен жөн-жосығы: қалай аттанбақ, жүрмек және жауға жасақ құрмақ","Первое — закон и обычай военного дела: как садиться на коня, выступать в поход и выстраивать войско против врага","Avval sipohigarlikning qonuni va yosunikim, nechuk otlanmoq va yurmoq va yovga yasov yasamoq","Evvela askerliğin kanunu ve töresi ki; nasıl ata binmek, yürümek ve düşmana karşı saf tutmak (gerekir)",äwwel sipāhgerlikniñ qānūnı wa yosunı kim neçük atlanmaq wa yürümek wa yawǧa yasaw yasamaq,chg,sentence,14,
Ch 12,228,کوب برلان يوروکاندا نيچوک قيلماق آز برلان نيچوک قيلماق دوست غە دشمن غە نيچوک سوزلاشماک,köp birlän yürügende neçük qılmaq az birlän neçük qılmaq dostǧa duşmanǧa neçük sözleşmek,what to do when marching with large numbers what to do when marching with small numbers and how to speak with friend and enemy,"Көппен жүргенде қалай қылмақ, азбен қалай қылмақ, досқа, дұшпанға қалай сөйлеспек","Что делать, когда идешь с большим войском, что делать — с малым, и как говорить с другом и врагом","Ko'p bilan yuruganda nechuk qilmoq, oz bilan nechuk qilmoq, do'stga, dushmanga nechuk so'zlashmoq","Çok ile yüründüğünde nasıl yapmalı, az ile nasıl yapmalı; dosta, düşmana nasıl konuşmalı",köp birlän yürügende neçük qılmaq az birlän neçük qılmaq dostǧa duşmanǧa neçük sözleşmek,chg,sentence,13,
Ch 12,229,ايکنجي مثنويات و قصايد و غزليات و مقطعات و رباعيات و بارجە اشعارنى فهم لمک ليک عربى و فارسي و ترکي لغت لاري نينک معني سينى بيلماک,ékinci mäs̱näwiyāt wa qaṣāyıd wa ǧäzaliyāt wa muqaṭṭaʾāt wa rubāʾiyāt wa barça aşʿārnı fahmlemeklik ʿArab wa Fārs wa Türk luǧatlarınıñ maʾnāsını bilmek,The second is understanding mathnawis qasidas ghazals and short poems and all kinds of poetry and knowing Arabic Farsi and Turki,"Екінші: мәснәуият, қасидалар, ғазалдар, қыталар, рубаяттар және барша өлеңдерді түсінбек, араб, парсы және түрік сөздіктерінің мағынасын білмек","Второе — понимание маснави, касыд, газелей, кита, рубаи и всех стихов, а также знание значений слов арабского, персидского и тюркского языков","Ikkinchi masnaviyot va qasoyid va g'azaliyot va muqattaot va ruboiyot va barcha ash'orni fahmlamaklik, arab va fors va turk lug'atlarining ma'nosini bilmak","İkincisi; mesneviyât, kasideler, gazeller, kıtalar, rubailer ve tüm şiirleri anlamak; Arap, Fars ve Türk dillerinin manasını bilmek",ékinci mäs̱näwiyāt wa qaṣāyıd wa ǧäzaliyāt wa muqaṭṭaʾāt wa rubāʾiyāt wa barça aşʿārnı fahmlemeklik ʿArab wa Fārs wa Türk luǧatlarınıñ maʾnāsını bilmek,chg,sentence,22,
Ch 12,230,اوچونچي آدم دين تا بو دم کەچە عربستاندا و ايران و توراندا و مغولستاندا اوتکان پادشاەلارنينک آتلاري و عمرلاري و سلطنت لاري نينک کم و زيادين بيلماک ليک,Üçünçi Ādamdın tā bu demgeçe ʿArabistānda wa İ̄rān wa Tūrānda wa Moǧulistānda ötken pādişāhlarnıñ atları wa ʿumrları wa salṭanatlarınıñ käm wa ziyādın bilmeklik,The third is knowing more or less the names lives and kingships of the kings who ruled in Arabia Iran Turan and Moghulistan from the age of Adam to today,"Үшінші: Адамнан та осы демге дейін Арабияда, Иранда, Тұранда және Моңғолияда өткен патшалардың аттарын, ғұмырларын және салтанаттарының кем-кетігін білмек","Третье — знание имен, жизни и подробностей правления падишахов, живших в Аравии, Иране, Туране и Монголии со времен Адама и до сего момента",Uchunchi Odamdin to bu damgacha Arabistonda va Eron va Turonda va Mog'ulistonda o'tgan podshohlarning otlari va umrlari va saltanatlarining kam va ziyodin bilmaklik,"Üçüncüsü; Adem'den ta bu ana kadar Arabistan'da, İran'da, Turan'da ve Moğolistan'da geçmiş padişahların adlarını, ömürlerini ve saltanatlarının eksiğini fazlasını bilmek",Üçünçi Ādamdın tā bu demgeçe ʿArabistānda wa İ̄rān wa Tūrānda wa Moǧulistānda ötken pādişāhlarnıñ atları wa ʿumrları wa salṭanatlarınıñ käm wa ziyādın bilmeklik,chg,sentence,23,
Ch 12,231,و بو وقتدا اشعار فهم لمک ليک دا و تاريخ بيلماک ليکدا فقيرداک کيشي شايد عراقدا و هندوستاندا بولسا بولغاى,wa bu waqtda aşʾār fahmlemeklikde wa tārı̇̄ḫ bilmeklikde faqı̇̄rdek kişi şāyad ʿIrāqda wa Hindustānda bolsa bolǧay,Today it seems that there may be those who understand poetry and know history as well as I do in Iraq or Hindustan,Және бұл уақытта өлең түсінбекте және тарих білмекте пақырдай кісі бәлкім Иракта не Үндістанда болар,"И в настоящее время в понимании стихов и знании истории человек, подобный мне, нищему, возможно, найдется в Ираке или Индостане",Va bu vaqtda ash'or fahmlamaklikda va tarix bilmaklikda faqirdek kishi shoyad Iroqda va Hindustonda bo'lsa bo'lg'ay,"Ve bu vakitte şiir anlamakta ve tarih bilmekte, bu fakir gibi bir kişi şayet Irak'ta ve Hindistan'da bulunabilir",wa bu waqtda aşʾār fahmlemeklikde wa tārı̇̄ḫ bilmeklikde faqı̇̄rdek kişi şāyad ʿIrāqda wa Hindustānda bolsa bolǧay,chg,sentence,16,
Ch 12,232,يوق تيسام يالغان بولغاى,Yoq tésem yalǧan bolǧay,If I said There are not any it would be a lie,"Жоқ десем, жалған болар","Если скажу, что нет, это будет ложью","Yo'q desam, yolg'on bo'lg'ay",Yok dersem yalan olur,Yoq tésem yalǧan bolǧay,chg,phrase,4,
Ch 12,233,اما سپاهي نينک يسونين بيلماک ليکدا بو چاقدا مسلمان کافردا بز کوروب ايشتا تورغان يرلاردا و يورتلاردا يوق تورور,Ammā sipāhınıñ yosunın bilmeklikde bu çaqda Musulmān kāfirda biz körüp éşite turǧan yerlerde wa yurtlarda yoq turur,However in knowing the ordering of soldiers at this time among Muslims and nonbelievers in the places and lands we are aware of it seems there are none like me,"Бірақ сипаһилықтың (әскерліктің) жөнін білмекте бұл шақта мұсылман мен кәпірде, біз көріп естіп жүрген жерлерде және жұрттарда жоқ","Но в знании военных обычаев в это время среди мусульман и неверных, в тех землях и странах, которые мы видели и о которых слышали, (такого) нет",Ammo sipohining yosunin bilmaklikda bu choqda musulmon kofirda biz ko'rib eshita turgan yerlarda va yurtlarda yo'q turur,"Ama askerliğin töresini bilmekte; bu çağda Müslüman ve kafirde, bizim görüp işittiğimiz yerlerde ve yurtlarda (benim gibisi) yoktur",Ammā sipāhınıñ yosunın bilmeklikde bu çaqda Musulmān kāfirda biz körüp éşite turǧan yerlerde wa yurtlarda yoq turur,chg,sentence,17,
Ch 12,234,ير يوزي کينک تورور,Yer yüzi keñ turur,The world is a big place,Жер жүзі кең,Лик земли широк,Yer yuzi keng turur,Yeryüzü geniştir,Yer yüzi keñ turur,chg,phrase,4,
Ch 12,235,ايشيتماکان يرلاريميزدا ر بولسا عجب ايرماس,éşitmegen yerlerimizde bolsa ʿacab érmes,If there is such a person in the places we do not hear about it would not be a surprise,Естімеген жерлерімізде болса ғажап емес,"Если есть в тех местах, о которых мы не слышали, не удивительно",Eshitmagan yerlarimizda bo'lsa ajab emas,İşitmediğimiz yerlerde varsa şaşılmaz,éşitmegen yerlerimizde bolsa ʿacab érmes,chg,sentence,5,
Ch 12,236,ايمدى مقصدين قالماغالی,émdi maqṣaddın qalmaǧalı,But let us not lose sight of our purpose,Енді мақсаттан қалмайық,Теперь не будем отвлекаться от цели,Émdi maqsaddan qolmag'ali,Şimdi maksattan geri kalmayalım,émdi maqṣaddın qalmaǧalı,chg,phrase,3,
Ch 12,237,تاريخ هجرى مينک تقي يتميش تورت ايرديکيم بيز کتابنى ابتدا قيلدوق,Tārı̇̄ḫ-i hicrı̇̄ mıñ taqı yetmiş tört érdi kim biz kitābnı ibtidā qılduq,in the Hijri year one thousand seventy-four I began this book,"Хижра тарихы мың да жетпіс төрт еді, біз кітапты бастадық","Был одна тысяча семьдесят четвертый год хиджры, когда мы начали книгу","Tarixi hijriy ming tag'i yetmish to'rt érdikim, biz kitobni ibtido qildik",Hicri tarih bin yetmiş dört idi ki biz kitaba başladık,Tārı̇̄ḫ-i hicrı̇̄ mıñ taqı yetmiş tört érdi kim biz kitābnı ibtidā qılduq,chg,sentence,12,
Ch 12,238,تقي شجرە ترک تيب آت قويدوق,Taqı şecere-yi Türk tép at qoyduq,And I called it the Shajara-ye Turk,Және «Шежіре-и Түрік» деп ат қойдық,И дали имя «Шаджара-и тюрк»,"Tag'i ""Shajarayi Turk"" deb ot qo'ydik","Ve ""Şecere-i Türk"" diye ad koyduk",Taqı şecere-yi Türk tép at qoyduq,chg,sentence,6,
Ch 12,239,تقي توقوز باب قيلدوق,Taqı toquz bāb qılduq,And I wrote nine chapters,Және тоғыз тарау қылдық,И разделили на девять глав,Tag'i to'qqiz bob qildik,Ve dokuz bölüm yaptık,Taqı toquz bāb qılduq,chg,phrase,4,
Ch 13,0,اصحاب,aṣḥāb,companions,серіктер,спутники,as'hob,ashab,aṣḥāb,chg,word,1,
Ch 13,1,کهف,kähf,cave,үңгір,пещера,kahf,mağara,kähf,chg,word,1,
Ch 13,2,بابيدا,bābıda,concerning,жайында,касательно,bobida,hakkında,bābıda,chg,word,1,
Ch 13,3,بابيدا,bābıda,in the chapter of,тарауында,в главе,bobida,babında,bābıda,chg,word,1,
Ch 13,4,اختلاف,iḫtilāf,disagreement,келіспеушілік,разногласие,ixtilof,ihtilaf,iḫtilāf,chg,word,1,
Ch 13,5,مختصر,muḫtaṣar,summary,қысқаша,краткое изложение,muxtasar,muhtasar,muḫtaṣar,chg,word,1,
Ch 13,6,مختصر,muḫtaṣar,the long and short of it,тоқетері,суть,muxtasar,özeti,muḫtaṣar,chg,word,1,
Ch 13,7,يونان,Yūnān,Greece,Грекия,Греция,Yunon,Yunan,Yūnān,chg,word,1,
